source	target
TRADD	ANTXR1
TRADD	KPNB1
TRADD	PRKDC
TRADD	NLGN1
TRADD	EDAR
DOC2A	SCGN
ATRX	PRKDC
ATRX	SVIL
ATRX	XRCC6
KRAS	ERBB3
KRAS	APP
KRAS	EGFR
KRAS	HRAS
KRAS	PTPN11
KRAS	LYN
KRAS	RALA
PCNA	FILIP1L
PCNA	PDHX
PCNA	HNRNPH3
PCNA	CRYAB
PCNA	VDAC3
PCNA	ALPK2
PCNA	APC
PCNA	CAMK2G
PCNA	CDAN1
PCNA	CDK2
PCNA	CUL1
PCNA	DDX17
PCNA	EGFR
PCNA	EPB41
PCNA	ERCC2
PCNA	ERCC4
PCNA	EXOC3
PCNA	GAPDH
PCNA	IKBKB
PCNA	KPNB1
PCNA	MYC
PCNA	MYOM1
PCNA	NCR2
PCNA	NEB
PCNA	OBSL1
PCNA	PARK2
PCNA	PRKDC
PCNA	RASA4
PCNA	RHEB
PCNA	RPS6KA3
PCNA	SEC22A
PCNA	SLC30A8
PCNA	SNX1
PCNA	SUMO1
PCNA	SVIL
PCNA	SYNPO
PCNA	TINF2
PCNA	UBR2
PCNA	XRCC1
PCNA	XRCC6
PCNA	ZNHIT1
IPO13	B3GALT2
IPO13	DUX4
IPO13	EGFR
IPO13	MYC
IPO13	PAX6
IPO13	SYNPO2
IPO13	UBE2I
ZNF652	PDIA4
ZNF652	CBFA2T3
HSPA6	ABHD15
HSPA6	AHCYL1
HSPA6	AP2M1
HSPA6	C22orf15
HSPA6	CRK
HSPA6	CUL1
HSPA6	HSPA1B
HSPA6	MYC
ACOX2	HMDB0006523
RCOR2	ZSCAN5A
SLC30A3	SLC30A8
SLC30A3	SLC30A2
HYOU1	DAPK1
HYOU1	PDIA6
HYOU1	XBP1
HYOU1	PDIA4
HYOU1	XRCC6
HYOU1	EGFR
HYOU1	CDK2
HYOU1	CLU
HYOU1	DCTN1
NPAT	STIP1
NPAT	GAPDH
NPAT	CDK2
MAGOHB	CDK2
MAGOHB	ZNF566
MAGOHB	ZNF57
HMDB0005896	CYP3A4
PLXNA4	CLU
PLXNA4	RNF123
EXOC3	TULP3
EXOC3	GCC2
EXOC3	MYC
EXOC3	APP
EXOC3	EGFR
EXOC3	KLC1
EXOC3	EXOC2
EXOC3	RALA
HMDB0001085	LTA4H
FBXW9	APP
FBXW9	CUL1
SLC22A17	DRD2
HMDB0000904	PADI2
STX19	SUFU
STX19	SUV39H1
NLGN4Y	SNTG2
NDUFAF6	SUMO1
RAD51C	APP
RAD51C	DDX3X
RAD51C	BRCA2
RAD51C	CACNA2D3
TAL1	LYL1
TAL1	CRK
TAL1	CBFA2T3
TAL1	MYB
TAL1	SUV39H1
TAL1	XRCC6
GPRC5B	C11orf71
ARID4A	SUMO1
ARID4A	CDK2
ARID4A	DEDD
ARID4A	PROCR
SLC22A13	HMDB0001488
SORT1	APP
SORT1	GGA1
SORT1	STAM
SORT1	BDNF
SORT1	CDK2
SORT1	LPL
SORT1	LRPAP1
SORT1	NTRK2
HBB	HBQ1
HBB	ERBB3
HBB	HSPA1B
HBB	HMDB0003178
HBB	CDK2
VGF	PARK2
FNIP2	STIP1
FNIP2	GABARAP
FNIP2	HSPA1B
CES1	HMDB0000042
CES1	HMDB0005403
NDFIP1	DRD2
NDFIP1	EGFR
NDFIP1	NTRK2
NDFIP1	OPN4
EFHD1	DUSP10
EFHD1	HNF4A
EFHD1	PSEN1
ANGPTL3	ANGPTL8
ANGPTL3	LPL
SLTM	OBSL1
SNX1	SNX5
SNX1	APP
SNX1	EGFR
SNX1	PLIN3
PRDX1	PRNP
PRDX1	MYC
PRDX1	SOD1
PRDX1	CDK2
PRDX1	CUL1
PRDX1	EGFR
PRDX1	GAPDH
PRDX1	OBSL1
PRDX1	PARK2
PRDX1	PRKDC
PRDX1	RNF123
PRDX1	STK3
PRDX1	TPM3
PRDX1	URM1
PRDX1	YWHAZ
PRDX1	KPNB1
DDI1	CYGB
DDI1	PTPN11
DDI1	EYA2
TPM3	HSPB1
TPM3	EGFR
TPM3	NEB
TPM3	TTN
TPM3	OBSL1
TPM3	CDK2
TPM3	PARK2
ANKS4B	APP
MAB21L1	AMY1A
MAB21L1	PAX6
GABARAP	NBR1
GABARAP	RB1CC1
GABARAP	LMNB1
GABARAP	TTN
GABARAP	GABRG2
GABARAP	STK3
GABARAP	RNF123
GABARAP	SQSTM1
GABARAP	WDFY3
CRK	EPYC
CRK	SPEN
CRK	ADAM10
CRK	AP2M1
CRK	ASB9
CRK	BAG3
CRK	CASS4
CRK	DDX3X
CRK	EGFR
CRK	EPB41L3
CRK	ERBB3
CRK	ESD
CRK	FLNC
CRK	HSPA1B
CRK	HSPB1
CRK	MYOZ2
CRK	NCK1
CRK	NCKAP1
CRK	PSMC1
CRK	PTK2B
CRK	PTPN11
CRK	RGS7
CRK	RIN3
CRK	STAT5B
CRK	XRCC6
EDA	CYB561
EDA	SEC22A
EDA	EDAR
EDA	EMP3
EDA	MAL
FLNC	TXNL1
FLNC	HSPB2
FLNC	NCAPD2
FLNC	SRSF9
FLNC	MYOZ2
FLNC	UBE2I
FLNC	CDK2
FLNC	DCTN1
FLNC	IKBKB
FLNC	MAP2K4
FLNC	NCK1
FLNC	OBSL1
FLNC	RAPGEF2
FLNC	SYNPO2
PSEN1	NOTCH1
PSEN1	DSG2
PSEN1	TREM2
PSEN1	EPB41L3
PSEN1	APOE
PSEN1	APP
PSEN1	HRAS
PSEN1	CIB1
PSEN1	PGD
PSEN1	STX1A
PSEN1	RHEB
PSEN1	SLC2A3
PSEN1	GAPDH
PSEN1	PSEN2
PSEN1	NTRK2
PSEN1	ST13
ABR	APP
ABR	ARHGEF12
HBQ1	AHCYL1
HBQ1	HMDB0003178
FAH	EGFR
FAH	MYC
MICALL2	ACTN4
MICALL2	MYC
MICALL2	RAB8B
ZSCAN5A	CIB3
ZSCAN5A	CSNK2A1
ZSCAN5A	APP
ZSCAN5A	ZMYM4
ZSCAN5A	CSNK2B
TMEM219	HLA-DQA1
TMEM219	IL13RA2
IKBKB	NOTCH1
IKBKB	HSPB1
IKBKB	HOMER3
IKBKB	PRKDC
IKBKB	CUL1
IKBKB	CSNK2B
IKBKB	STAP2
IKBKB	SQSTM1
MARK4	CYFIP1
MARK4	MAP2
MARK4	MAP4
MARK4	PRNP
HSPB2	BAG3
HSPB2	CRYAA2
HSPB2	CRYAB
HSPB2	CTSD
HSPB2	DCTN1
HSPB2	FHL2
HSPB2	GAPDH
HSPB2	HSF1
HSPB2	HSPB3
HSPB2	HSPB8
HSPB2	MYOZ2
HSPB2	TTN
HSPB2	UBE2I
LTBP1	TGFB3
LTBP1	FBN1
HMDB0000295	UGT2B17
HMDB0000295	UGT1A9
HMDB0000295	UGT2B28
HMDB0000295	B3GALT2
HMDB0000295	UGT2A3
HMDB0000295	UGT8
HMDB0000295	UGT3A2
HMDB0000295	GALNT7
HMDB0000295	GYS1
GPR158	PITX2
GET1	MYC
GET1	CCL4L2
GET1	ORMDL3
GET1	SLC22A9
NTRK2	NTF4
NTRK2	EGFR
NTRK2	NCK1
NTRK2	PTPN11
NTRK2	NTF3
NTRK2	BDNF
NTRK2	SQSTM1
ORAI1	TRPC1
ORAI1	STIM1
ORAI1	PPP3CA
ORAI1	TRPC6
ORAI1	ORAI3
ORAI1	PPP3R1
TIGIT	PVR
TIGIT	MAL
NCR2	RNF123
NCR2	TYROBP
HMDB0011154	PPAP2C
HMDB0011154	PTK2B
IL6R	ERAP1
IL6R	PTPN11
SNRPC	HSD17B14
SNRPC	MYC
SNRPC	TIA1
SNRPC	TOMM40
SNRPC	ANKRD10
SNRPC	CUL1
SNRPC	DDX17
SNRPC	EWSR1
SNRPC	EYA2
SNRPC	SRRM1
SNRPC	STH
PSMC1	TXNL1
PSMC1	APC
PSMC1	PSMB8
PSMC1	MAGEA2
PSMC1	MYC
PSMC1	SOD1
PSMC1	HSPB1
PSMC1	APP
PSMC1	MAD2L1
PSMC1	CUL1
PSMC1	BAG3
PSMC1	CDK2
PSMC1	PARK2
PSMC1	RNF123
PSMC1	SEC61B
PSMC1	SUV39H1
NKD1	KRTAP10-6
STK3	ORM2
STK3	PEX19
STK3	NEB
STK3	MAP1S
STK3	MOB1B
STK3	RASSF4
STK3	STK38
APC	AP2M1
APC	C4A
APC	CSNK2A1
APC	CSNK2B
APC	CUL1
APC	FBP1
APC	MAD2L1
APC	MAPRE1
APC	NEB
APC	PROCR
APC	PSMB8
APC	SCRIB
APC	SPATA13
APC	SYNPO
APC	YWHAZ
EPHX1	SUMO1
MLL3	HMDB0000182
RHEB	TSC2
RHEB	BNIP3
RHEB	APOE
RHEB	HRAS
RHEB	PSEN2
PGLS	BLMH
PGLS	EWSR1
PGLS	PGD
PGLS	SOD1
NCOA1	RABGGTB
NCOA1	UGT1A9
NCOA1	ACADM
NCOA1	HMDB0001423
NCOA1	ALAS1
NCOA1	HSPA2
NCOA1	HNF4A
NCOA1	CIB1
NCOA1	PLIN1
NCOA1	DDX17
NCOA1	CD36
NCOA1	CKAP5
NCOA1	FHL2
NCOA1	LPL
NCOA1	NCOA2
NLGN4X	SNTG2
STH	TFG
PSMB8	SNX5
PSMB8	CDK2
PSMB8	CUL1
PSMB8	MAD2L1
PSMB8	SEC61B
CHAT	HMDB0001423
CHAT	SYT1
CHAT	HMDB0000895
CHAT	HMDB0000097
CHAT	CAMK2G
ST13	DAPK1
ST13	XRCC6
ST13	APOE
ST13	CTRC
ST13	HSPA1B
ST13	BAG3
ST13	CDK2
SLC6A1	STX1A
SLC6A1	DRD2
DAGLB	PLCB1
DAGLB	SGCZ
RNF123	STIP1
RNF123	SLC22A16
RNF123	UGT1A9
RNF123	MLLT1
RNF123	SCAF1
RNF123	XRCC6
RNF123	APP
RNF123	LMNB1
RNF123	AGPS
RNF123	BTD
RNF123	RPS9
RNF123	CDH20
RNF123	LARP1
RNF123	LTA4H
RNF123	RGL4
RNF123	LYN
RNF123	PRKDC
RNF123	CDIPT
RNF123	HNRNPA2B1
RNF123	EMP3
RNF123	GAPDH
RNF123	EDAR
RNF123	SCRIB
RNF123	CKAP5
NABP2	MYC
NABP2	EGFR
NABP2	CUL1
CBX3	GDF15
CBX3	CUL1
CBX3	ERCC2
CBX3	MYC
CBX3	OBSL1
CBX3	PARK2
CBX3	SRRM1
CBX3	SUMO1
CBX3	SUV39H1
CBX3	XRCC6
CBX3	ZMYM4
HNF4A	EPHX2
HNF4A	SLC22A1
HNF4A	UGT1A9
HNF4A	ACADM
HNF4A	ADAMTS1
HNF4A	MYC
HNF4A	CYP3A4
HNF4A	SUMO1
HNF4A	DDX3X
HNF4A	NCOA2
HNF4A	PARG
HNF4A	UBE2I
PBXIP1	SUMO1
PBXIP1	KRTAP10-6
SLC22A9	SLC9A3R1
SLC22A9	ORMDL3
SOD1	TXNL1
SOD1	STIP1
SOD1	NBR1
SOD1	PDIA4
SOD1	CRYAB
SOD1	XRCC6
SOD1	AHCYL1
SOD1	BAG3
SOD1	CKB
SOD1	GAPDH
SOD1	KPNB1
SOD1	LMNB1
SOD1	PPP3CA
SOD1	SQSTM1
SOD1	YWHAZ
SOD1	HMDB0001893
SPEN	EGFR
SPEN	MYC
SPEN	NCK1
SPEN	OBSL1
SPEN	TTN
SPEN	XRCC6
PAX6	CIB3
PAX6	CSNK2A1
PAX6	APP
PAX6	SUMO1
PAX6	LXN
PAX6	MAPRE1
PAX6	PTK2B
PAX6	CLU
PAX6	CINP
PAX6	HOMER3
PAX6	CSNK2B
PAX6	SIGLEC6
STIP1	ABHD15
STIP1	AHCYL1
STIP1	APP
STIP1	EGFR
STIP1	EPB41
STIP1	ERCC2
STIP1	GAPDH
STIP1	HNRNPH3
STIP1	HSPA1B
STIP1	HSPA2
STIP1	HSPB1
STIP1	PEX19
STIP1	PHGDH
STIP1	PRNP
STIP1	RPS6KA3
STIP1	TAGLN3
TMTC4	PEX19
TMTC4	CES3
WDFY3	MYC
WDFY3	BAG3
WDFY3	SUV39H1
WDFY3	SQSTM1
DDX3X	ACTN4
DDX3X	SRSF9
DDX3X	CSNK2A1
DDX3X	AP2M1
DDX3X	CDK2
DDX3X	CUL1
DDX3X	NCAPH
DDX3X	OBSL1
DDX3X	PARK2
DDX3X	RPS9
DDX3X	TIA1
DDX3X	YWHAZ
DDX3X	LARP1
DDX3X	GAPDH
SNAP29	STX1A
TULP3	AKAP9
TULP3	HRAS
TULP3	MBTD1
TULP3	NEB
SIX1	CSNK2B
SIX1	EYA1
SIX1	EYA2
CAPN15	RAB11FIP4
CAPN15	RNF126
FERMT3	EXOSC10
FERMT3	APP
FERMT3	TINF2
FERMT3	LOC102724334
ORAI3	STIM1
ACTR8	AMY1A
ZMYM4	SCGN
ZMYM4	EGFR
ZMYM4	FHL2
ZMYM4	SUMO1
ATE1	SUV39H1
MAP4K4	NCK1
MAP4K4	OBSL1
MAP4K4	EDAR
MAP4K4	GAPDH
MAP4K4	MOB1B
PPP3CA	PDIA6
PPP3CA	ERBB3
PPP3CA	AMPH
PPP3CA	MYOZ2
PPP3CA	CIB1
PPP3CA	GABRG2
PPP3CA	STIM1
PPP3CA	AKAP5
PPP3CA	PPP3R1
UGP2	CDK2
UGP2	CUL1
UGP2	FARSB
UGP2	GYS1
UGP2	LYN
UGP2	TTN
ENDOG	PTCH1
ESD	HMDB0000042
WTAP	WT1
WTAP	ABHD15
WTAP	YWHAZ
NR1D1	MYCBP2
NR1D1	ZNHIT1
NR1D1	APP
STK38	NOTCH1
STK38	MOB2
STK38	CTDP1
STK38	HRAS
STK38	NCK1
STK38	YWHAZ
STK38	MOB1B
FLII	PRKDC
TBCK	APP
TBCK	STAM
CRB1	MPP5
EPB41L1	HSPB1
EPB41L1	APP
EPB41L1	HRAS
EPB41L1	AKAP5
EPB41L1	CAMK2G
EPB41L1	DRD2
NDUFS1	PDHX
NDUFS1	MYC
NDUFS1	EGFR
NDUFS1	TMEM126B
NDUFS1	UQCRFS1
CHI3L1	HMDB0000215
CHI3L1	IL13RA2
XRCC1	TDP1
XRCC1	CSNK2A1
XRCC1	PPT1
XRCC1	UBE2I
PDZK1	SLC9A3R1
PDZK1	APP
PDZK1	UBE2I
UGT1A9	GLP1R
UGT1A9	NCOA2
KLC1	FHL1
KLC1	HSPB1
KLC1	APP
KLC1	HLA-DQA2
KLC1	AP1AR
KLC1	DCTN1
KLC1	HLA-DQA1
KLC1	HLA-DQB2
KLC1	HLA-DRB5
KLC1	KLC3
KLC1	YWHAZ
BCKDK	APP
BCKDK	SUMO1
ALPG	ALPP
CACNA2D1	SYT1
CACNA2D1	PTCH1
CACNA2D1	SLC4A10
COG3	CINP
COG3	COG8
COG3	COG1
COG3	TRIM2
MLLT1	CSNK2A1
MLLT1	ELL2
HS3ST1	APP
HS3ST1	HMDB0001134
PVR	OLFM4
PVR	SLC30A2
SLC22A2	SYT1
SLC22A2	STX1A
SLC22A2	HMDB0000097
FILIP1L	AMY1A
FILIP1L	SMTN
BIK	CYB561
BIK	APP
BIK	BNIP3
BIK	CYB5B
BIK	EXOC3L2
BIK	SEC22A
BIK	SLC30A8
PGLYRP1	YWHAZ
SLC22A3	NCK1
OLFM4	APP
OLFM4	SLC22A23
OLFM4	TFB2M
IDH2	TXNL1
IDH2	ANXA5
IDH2	CDK2
IDH2	EGFR
IDH2	SUMO1
IDH2	HMDB0000221
IDH2	HMDB0000217
MAST1	APOE
MAST1	APP
MAST1	EGFR
MAST1	BLMH
MAST1	PSEN2
MAST1	YWHAZ
CKB	SLC9A3R1
CKB	MYC
CKB	ASB9
CKB	CDK2
CKB	CUL1
CKB	NPEPPS
CKB	OBSL1
CKB	TINF2
PPAP2C	HMDB0004950
SSTR2	PLCB1
SSTR2	APP
SSTR2	GNAI1
SSTR2	ARHGEF12
SSTR2	DRD2
CCL4L2	SLC30A2
SLC39A1	CYB561
ACADM	CTSD
ACADM	HSPB1
ACADM	NCOA2
ACADM	PGD
ACADM	HMDB0001423
ACADM	HMDB0006523
EXOC2	VPS53
EXOC2	KIAA0226
EXOC2	MYC
EXOC2	EGFR
EXOC2	RALA
CKAP5	MYC
CKAP5	MAPRE1
CKAP5	AKAP9
CKAP5	NCK1
CKAP5	MAD2L1
CKAP5	TAOK1
CKAP5	DCTN1
CKAP5	BAG3
CKAP5	TACC1
HMDB0001381	TBXAS1
SHH	PTCH1
PITX2	ANKRD10
CASS4	PTK2B
CASS4	DCTN1
ANXA6	HPRT1
LIN7B	CASK
LIN7B	MPP5
COG8	COG1
PTCH1	PLXNA1
PTCH1	EGFR
PTCH1	HS6ST2
PTCH1	UGT8
PTCH1	CUL1
PTCH1	UGT3A2
PTCH1	GALNT7
PTCH1	FHL2
ZNF227	VDAC3
ZNF227	APP
KIF1A	EGFR
RPH3A	CASK
RPH3A	ADD1
RPH3A	MPP5
RPH3A	RAB8B
CD33	CYB5B
CD33	PTPN11
SLC31A1	ERBB3
SCN8A	FGF14
AMY1A	DDX17
RABGGTB	HRAS
RABGGTB	MYC
RABGGTB	RAB6A
RABGGTB	RAB9B
GLIS1	MYC
GRAMD4	APP
CD44	SPP1
CD44	MYC
CD44	ARHGEF12
CD44	EGFR
CD44	EPB41
BTD	HMDB0000182
FAM204A	KPNB1
FAM204A	FHL2
CRYAA2	CRYAB
CRYAA2	HSPB1
RALA	TSC2
RALA	MYC
RALA	HSPB1
RALA	HRAS
RALA	RGL4
RALA	PLCD1
RALA	LRPAP1
PRC1	ACSM1
PRC1	CDK2
PRC1	CINP
IGFN1	TRIM35
PRNP	APLP1
PRNP	APOE
PRNP	APP
PRNP	CLU
PRNP	CRYAB
PRNP	CSNK2A1
PRNP	CSNK2B
PRNP	DPP6
PRNP	FHL1
OBSL1	PDIA6
OBSL1	DSG2
OBSL1	HNRNPH3
OBSL1	PDIA4
OBSL1	EXOSC10
OBSL1	ACTN4
OBSL1	VDAC3
OBSL1	SCAF1
OBSL1	XRCC6
OBSL1	SRSF9
OBSL1	HSPB1
OBSL1	CSNK2A1
OBSL1	SUMO1
OBSL1	LMNB1
OBSL1	RPS9
OBSL1	TTN
OBSL1	DDX17
OBSL1	SRRM1
OBSL1	CSNK2B
OBSL1	EWSR1
OBSL1	GAPDH
OBSL1	HNRNPA2B1
OBSL1	IGF2BP1
OBSL1	KPNB1
OBSL1	PHGDH
OBSL1	PRKDC
OBSL1	RPF2
OBSL1	SCRIB
OBSL1	SUN1
OBSL1	YWHAZ
YWHAZ	SLC9A3R1
YWHAZ	MEF2C
YWHAZ	TSC2
YWHAZ	ACTN4
YWHAZ	KAT8
YWHAZ	ERBB3
YWHAZ	MYCBP2
YWHAZ	XRCC6
YWHAZ	MYC
YWHAZ	HSPB1
YWHAZ	EPB41L3
YWHAZ	NCKAP1
YWHAZ	APOE
YWHAZ	APP
YWHAZ	EGFR
YWHAZ	LMNB1
YWHAZ	RPS9
YWHAZ	HS6ST2
YWHAZ	MAPRE1
YWHAZ	ATG9A
YWHAZ	LARP1
YWHAZ	FERMT2
YWHAZ	BAG3
YWHAZ	CDK2
YWHAZ	CUL1
YWHAZ	CYFIP1
YWHAZ	GAPDH
YWHAZ	HSPA1B
YWHAZ	KLC3
YWHAZ	KPNB1
YWHAZ	PPP3R1
YWHAZ	PRKDC
YWHAZ	RAPGEF2
YWHAZ	SPATA13
YWHAZ	SQSTM1
YWHAZ	SYNPO
YWHAZ	SYNPO2
FOXR1	MBTD1
FOXR1	MYC
FOXR1	FARSB
CYFIP1	NCKAP1
PPIL1	SRRM1
DRD2	PLCB1
DRD2	SPP1
DRD2	APP
DRD2	EGFR
DRD2	GNAI1
DRD2	ARHGEF12
DRD2	EPB41
DRD2	TRPC5
SLC30A2	CTSD
SLC30A2	SEC22A
SLC30A2	GJB2
SLC30A2	EMP3
SLC30A2	TMEM86A
ANGPTL8	SQSTM1
HMDB0000217	CYP21A2
HMDB0000217	HSD17B14
HMDB0000217	CYP3A4
HMDB0000217	POR
HMDB0000217	PGD
HMDB0000217	GAPDH
HMDB0000217	CYP3A43
HMDB0000217	CYP3A5
LLGL2	SCRIB
DUX4	SRSF9
MRPL2	MYC
SUMO1	PDIA6
SUMO1	PCYT2
SUMO1	HNRNPH3
SUMO1	EXOSC10
SUMO1	ACTN4
SUMO1	CAPN2
SUMO1	HSF1
SUMO1	ALPP
SUMO1	SVIL
SUMO1	SMTN
SUMO1	HSPB1
SUMO1	CSNK2A1
SUMO1	ADAM10
SUMO1	ANXA5
SUMO1	ASB9
SUMO1	CAMK2G
SUMO1	CSNK2B
SUMO1	DDX17
SUMO1	GAPDH
SUMO1	GLP1R
SUMO1	HNRNPA2B1
SUMO1	HPRT1
SUMO1	HSPA1B
SUMO1	KNOP1
SUMO1	KPNB1
SUMO1	LRPAP1
SUMO1	MYB
SUMO1	NCOA2
SUMO1	PGD
SUMO1	PHGDH
SUMO1	PLD3
SUMO1	PRKDC
SUMO1	PTPN11
SUMO1	QSOX2
SUMO1	REPIN1
SUMO1	RPF2
SUMO1	STIM1
SUMO1	SUN1
SUMO1	TTN
SUMO1	UBE2I
PJA1	STAM
PJA1	AP2M1
PJA1	PHGDH
PJA1	RNF126
NPEPPS	SLC9A3R1
NPEPPS	RPS6KA3
NPEPPS	CDK2
IRF4	YTHDC2
CTSD	MYC
CTSD	SERPINA4
CTSD	APP
CTSD	EGFR
CTSD	HLA-DQA1
CTSD	HLA-DQA2
CTSD	HLA-DQB2
CTSD	HLA-DRB5
CTSD	NLGN3
CTSD	UQCRFS1
CTSD	CYB5B
EYA2	TFG
EYA2	BAG3
ABCA7	HMDB0004950
ACTR6	ZNHIT1
SQSTM1	TXNL1
SQSTM1	NOTCH1
SQSTM1	NBR1
SQSTM1	CRYAB
SQSTM1	FHOD3
SQSTM1	MYC
SQSTM1	HSPB1
SQSTM1	CSNK2A1
SQSTM1	TTN
SQSTM1	PLIN1
SQSTM1	SERPINA1
SQSTM1	CUL1
SQSTM1	HNRNPA2B1
SQSTM1	BAG3
SQSTM1	ERCC2
SQSTM1	PARK2
SQSTM1	SYNPO2
CIB3	TRIM2
ANXA5	TXNL1
ANXA5	MYC
ANXA5	APP
ANXA5	TINF2
ANXA5	ASB9
ANXA5	BAG3
ANXA5	CDK2
ANXA5	FBN1
ANXA5	HPRT1
BAG3	TRAPPC2L
BAG3	CRYAB
BAG3	HSF1
BAG3	MYC
BAG3	HSPB1
BAG3	HSPA2
BAG3	UBE2I
BAG3	GGA1
BAG3	TINF2
BAG3	MAPRE1
BAG3	COPE
BAG3	GLIS3
BAG3	MAP4
BAG3	IGF2BP1
BAG3	UROD
BAG3	PRKDC
BAG3	HSPA1B
BAG3	HSPB8
BAG3	SYNPO
BAG3	SYNPO2
HMDB0001448	SLC22A7
HMDB0001448	SLC22A8
TRPC6	WDR83OS
TRPC6	PLCB1
TRPC6	TMEM208
TRPC6	TRPC1
TRPC6	TRPC7
TRPC6	TRPC5
HMDB0001423	HIBCH
HMDB0001423	PDHX
HMDB0001423	KAT8
HMDB0001423	PPT1
HMDB0001423	ALAS1
HMDB0001423	ACSM1
HMDB0001423	ZDHHC2
NEB	ACTN4
NEB	SVIL
NEB	PTPN11
NEB	TTN
TINF2	ANKMY2
TINF2	LMNB1
TINF2	GAPDH
TINF2	LTA4H
TINF2	SUN1
KNOP1	AP2M1
RPS6KA3	SLC9A3R1
RPS6KA3	EGFR
RPS6KA3	AP2M1
RPS6KA3	ARHGEF12
RPS6KA3	CAMK2G
RPS6KA3	CSNK2B
RPS6KA3	GTPBP1
RPS6KA3	SCRIB
SPP1	ITGA8
SPP1	NCKAP1
SPP1	PLD3
SPP1	RAPGEF2
ABI3	HOMER2
ABI3	HOMER3
ABI3	KLC3
ABI3	STX1A
ABI3	SUFU
TAOK1	WT1
TAOK1	MAPRE1
TAOK1	MAD2L1
SIRPB1	RBFOX1
SIRPB1	APOC1
SIRPB1	TYROBP
HMDB0000221	CYP21A2
HMDB0000221	HSD17B14
HMDB0000221	CYP3A4
HMDB0000221	POR
HMDB0000221	PGD
HMDB0000221	CYP3A43
HMDB0000221	CYP3A5
HMDB0000221	GAPDH
EPB41L3	HSPB1
CES2	HMDB0000042
CES2	APP
CYB5B	SYT1
CYB5B	APP
CYB5B	STX1A
CYB5B	UQCRFS1
CYB5B	HMDB0003178
PTPN11	ACTN4
PTPN11	ERBB3
PTPN11	MYC
PTPN11	EGFR
PTPN11	HRAS
PTPN11	PILRA
PTPN11	HLA-DQA2
PTPN11	ROS1
PTPN11	UNC5C
PTPN11	PTK2B
PTPN11	PILRB
PTPN11	HLA-DQA1
PTPN11	HLA-DQB2
PTPN11	HLA-DRB5
PTPN11	INPP5D
PTPN11	LEO1
PTPN11	LYN
PTPN11	MS4A2
PTPN11	STAT5B
CSNK2B	DUX1
CSNK2B	NCAPD2
CSNK2B	CTDP1
CSNK2B	ZNHIT1
CSNK2B	MYC
CSNK2B	CSNK2A1
CSNK2B	UBE2I
CSNK2B	AP2M1
CSNK2B	SRRM1
CSNK2B	ADD1
CSNK2B	LYN
CSNK2B	APLP1
CSNK2B	HNRNPA2B1
CSNK2B	NCAPH
CSNK2B	RNF126
SYT6	APP
LEO1	CSNK2A1
KPNB1	NOTCH1
KPNB1	MYC
KPNB1	EGFR
KPNB1	UBE2I
KPNB1	CDK2
KPNB1	PLCD1
KPNB1	FARSB
MAPK9	ZNHIT1
MAPK9	HSF1
MAPK9	EGFR
MAPK9	CLU
MAPK9	DUSP10
MAPK9	MAP2K4
MAPK9	PRKDC
PILRA	PIANP
PILRA	C4A
PILRA	APLP1
PILRA	FAM114A2
PILRA	UROD
RGL4	HRAS
TMEM126B	APP
SRRM1	SRSF9
SRRM1	CSNK2A1
SRRM1	HNRNPA2B1
ERBB3	HNRNPH3
ERBB3	EGFR
ERBB3	HNRNPA2B1
ERBB3	HRAS
ERBB3	HSPA1B
ERBB3	MYCBP2
ERBB3	NCK1
ERBB3	PTK2B
ERBB3	RASA4
ERBB3	STYX
SEC22A	CYB561
SEC22A	BNIP3
SEC22A	STX1A
MAP1S	HNRNPA2B1
MAP1S	NLGN3
HMDB0001488	SLC16A1
CBFB	DHX36
CBFB	MYC
CBFB	MAP2
CBFB	SYT1
CBFB	APP
CBFB	SLC4A10
STAM	VPS36
STAM	EGFR
STAM	AHCYL1
STAM	AP2M1
MT1A	GNAI1
RPS9	MYC
RPS9	APP
RPS9	CDK2
RPS9	CUL1
RPS9	LARP1
RPS9	SEC61B
RPS9	GAPDH
CSNK2A1	PDIA6
CSNK2A1	HES6
CSNK2A1	MEF2C
CSNK2A1	CLTB
CSNK2A1	NCAPD2
CSNK2A1	CTDP1
CSNK2A1	HSF1
CSNK2A1	FHOD3
CSNK2A1	XRCC6
CSNK2A1	MYC
CSNK2A1	HSPB1
CSNK2A1	APOE
CSNK2A1	APP
CSNK2A1	DDX17
CSNK2A1	EGFR
CSNK2A1	GGA1
CSNK2A1	GYS1
CSNK2A1	HNRNPA2B1
CSNK2A1	HSPB8
CSNK2A1	LARP1
CSNK2A1	MYB
CSNK2A1	NCAPH
CSNK2A1	PRKDC
CSNK2A1	PSEN2
CSNK2A1	STX1A
WDR83OS	TMEM208
SNX5	DCTN1
SNX5	HRAS
SNX5	MYC
TMEM208	REEP2
TMEM208	SLC30A8
ITPKA	PLCB1
ITPKA	INPP5D
ITPKA	PLCD1
ITPKA	HMDB0001059
PEX19	EGFR
PEX19	HSPB1
PEX19	PXMP2
ALAS1	CAP2
ALAS1	NCOA2
ALAS1	HMDB0003178
DCTN1	XBP1
DCTN1	CRYAB
DCTN1	MYC
DCTN1	HLA-DQA2
DCTN1	MAPRE1
DCTN1	AKAP9
DCTN1	DCDC1
DCTN1	HLA-DQA1
DCTN1	BICD1
DCTN1	EPB41
